nombre|carrera|plan|materia|periodo_dictado|nombre_materia|obligatoria|anio_de_cursada|
Ingeniería de Sistemas|206|1995|1171|1º cuatrimestre|Gestión del Conocimiento|N|4|
Ingeniería de Sistemas|206|1995|1172|1º cuatrimestre|Introducción a los Algorítmos de Planeamiento|N|4|
Ingeniería de Sistemas|206|1995|1172|2° cuatrimestre|Introducción a los Algorítmos de Planeamiento|N|4|
Ingeniería de Sistemas|206|1995|1173|1º cuatrimestre|Introducción a la Navegación Autónoma de Robots|N|4|
Ingeniería de Sistemas|206|1995|1174|1º cuatrimestre|Taller de Microcontroladores|N|4|
Ingeniería de Sistemas|206|1995|1174|2° cuatrimestre|Taller de Microcontroladores|N|4|
Ingeniería de Sistemas|206|1995|1175|1º cuatrimestre|Organización, Integridad e Informatización|N|4|
Ingeniería de Sistemas|206|1995|1176|1º cuatrimestre|Descubrimiento de Conocimiento a partir de Datos|N|4|
Ingeniería de Sistemas|206|1995|1177|1° cuatrimestre|Informática Médica|N|4|
Ingeniería de Sistemas|206|1995|1177|1º cuatrimestre|Informática Médica|N|4|
Ingeniería de Sistemas|206|1995|1178|1º cuatrimestre|Inteligencia de Negocios|N|4|
Ingeniería de Sistemas|206|1995|1178|2° cuatrimestre|Inteligencia de Negocios|N|4|
Ingeniería de Sistemas|206|1995|1179|1º cuatrimestre|Introducción a la Programación de Dispositivos Móviles|N|4|
Ingeniería de Sistemas|206|1995|1179|2° cuatrimestre|Introducción a la Programación de Dispositivos Móviles|N|4|
Ingeniería de Sistemas|206|1995|1180|1º cuatrimestre|Modelado de Datos en el Mundo Real: Teoría vs. Práctica|N|4|
Ingeniería de Sistemas|206|1995|1181|1º cuatrimestre|Técnicas de Ingeniería Inversa en el Contexto de Arquitecturas de Software Dirigidas por Modelos|N|4|
Ingeniería de Sistemas|206|1995|1182|1º cuatrimestre|Trabajo Colaborativo soportado por Computadora|N|4|
Ingeniería de Sistemas|206|1995|1183|1º cuatrimestre|Computación Paralela y Distribuída|N|4|
Ingeniería de Sistemas|206|1995|1184|1º cuatrimestre|Introducción a la Optimización de Restricciones Distribuída|N|4|
Ingeniería de Sistemas|206|1995|1185|1º cuatrimestre|Minería de Redes Sociales|N|4|
Ingeniería de Sistemas|206|1995|1186|1º cuatrimestre|Organización y  Gestión de Empresas|N|4|
Ingeniería de Sistemas|206|1995|1187|1º cuatrimestre|Tópicos de Matemática Computacional|N|4|
Ingeniería de Sistemas|206|1995|1188|1º cuatrimestre|Organización Empresarial|N|4|
Ingeniería de Sistemas|206|1995|1189|1º cuatrimestre|Fundamentos de Economía y Proyectos de Inversión |N|4|
Ingeniería de Sistemas|206|1995|1189|2° cuatrimestre|Fundamentos de Economía y Proyectos de Inversión |N|4|
Ingeniería de Sistemas|206|1995|1190|1º cuatrimestre|Legislación y Gestión Ambiental |N|4|
Ingeniería de Sistemas|206|1995|1191|1º cuatrimestre|Introducción al GPU Computing|N|4|
Ingeniería de Sistemas|206|1995|1191|2° cuatrimestre|Introducción al GPU Computing|N|4|
Ingeniería de Sistemas|206|1995|1192|1º cuatrimestre|Sistemas de Interfaz Natural|N|4|
Ingeniería de Sistemas|206|1995|1193|1º cuatrimestre|Sistemas de Información Geográfica Open Source|N|4|
Ingeniería de Sistemas|206|1995|1194|1º cuatrimestre|Minería de Redes Sociales II, Análisis de Redes Sociales Dinámicas|N|4|
Ingeniería de Sistemas|206|1995|1195|1º cuatrimestre|Redes de Sensores|N|4|
Ingeniería de Sistemas|206|1995|1196|1º cuatrimestre|Fundamentos de Navegación Autónoma de Robots|N|4|
Ingeniería de Sistemas|206|1995|1196|2° cuatrimestre|Fundamentos de Navegación Autónoma de Robots|N|4|
Ingeniería de Sistemas|206|1995|1197|1º cuatrimestre|Métodos de Desarrollo Centrados en Arquitecturas de Software|N|4|
Ingeniería de Sistemas|206|1995|1198|1º cuatrimestre|Minería de Datos WEB|N|4|
Ingeniería de Sistemas|206|1995|1199|1º cuatrimestre|Sistemas Embebidos|N|4|
Ingeniería de Sistemas|206|1995|1200|1º cuatrimestre|Lenguajes para Síntesis de Hardware|N|4|
Ingeniería de Sistemas|206|1995|1201|1º cuatrimestre|Arquitecturas de Sistemas Lógicos y para Procesamiento de Datos|N|4|
Ingeniería de Sistemas|206|1995|1202|1º cuatrimestre|Introducción a la Verificación Funcional|N|4|
Ingeniería de Sistemas|206|1995|1203|1° cuatrimestre|Minería de Datos para Descubrir Modelos Causales|N|4|
Ingeniería de Sistemas|206|1995|1203|1º cuatrimestre|Minería de Datos para Descubrir Modelos Causales|N|4|
Ingeniería de Sistemas|206|1995|1204|1º cuatrimestre|Estrategias para Mejorar la Separación de Concerns|N|4|
Ingeniería de Sistemas|206|1995|1204|2° cuatrimestre|Estrategias para Mejorar la Separación de Concerns|N|4|
Ingeniería de Sistemas|206|1995|1205|1º cuatrimestre|Ingeniería de Requisitos Orientada a Objetivos|N|4|
Ingeniería de Sistemas|206|1995|1206|1º cuatrimestre|Tecnologías de la Información en Salud|N|4|
Ingeniería de Sistemas|206|1995|1207|1º cuatrimestre|Análisis de Big Data|N|4|
Ingeniería de Sistemas|206|1995|1208|1º cuatrimestre|Introducción al Big Data|N|4|
Ingeniería de Sistemas|206|1995|1209|1º cuatrimestre|Negocios con Base Tecnológica|N|4|
Ingeniería de Sistemas|206|1995|1210|1º cuatrimestre|Control de Procesos en Tiempo-Real|N|4|
Ingeniería de Sistemas|206|1995|1210|2° cuatrimestre|Control de Procesos en Tiempo-Real|N|4|
Ingeniería de Sistemas|206|1995|1211|1º cuatrimestre|Taller de Programación de Videojuegos|N|4|
Ingeniería de Sistemas|206|1995|1212|1º cuatrimestre|Desarrollo de Software Dirigido por Modelos|N|4|
Ingeniería de Sistemas|206|1995|1213|1º cuatrimestre|Aceleración Hardware de Algorítmos|N|4|
Ingeniería de Sistemas|206|1995|1214|2° cuatrimestre|Cooperativismo y Economía Social y Solidaria|N|4|
Ingeniería de Sistemas|206|1995|1215|1º cuatrimestre|Introducción a la Simulación de Sistemas Dinámicos|N|4|
Ingeniería de Sistemas|206|1995|1216|2° cuatrimestre|Taller de Imágenes Médicas|N|4|
Ingeniería de Sistemas|206|1995|1217|1º cuatrimestre|Redes Sociales Basadas en Localización|N|4|
Ingeniería de Sistemas|206|1995|1218|1º cuatrimestre|Informática Industrial |N|4|
Ingeniería de Sistemas|206|1995|1219|2° cuatrimestre|Arquitecturas para Computación en la Nube|N|4|
Ingeniería de Sistemas|206|1995|1220|1º cuatrimestre|Cooperativismo y Economía Social y Solidaria RCA 026/2015|N|4|
Ingeniería de Sistemas|206|1995|1221|1º cuatrimestre|Minería de Datos para Descubrir Modelos Causales RCA 026/2015|N|4|
Ingeniería de Sistemas|206|1995|1222|1º cuatrimestre|Organización Empresarial RCA 026/2015|N|4|
Ingeniería de Sistemas|206|1995|1223|1º cuatrimestre|Legislación y Gestión Ambiental RCA 026/2015|N|4|
Ingeniería de Sistemas|206|1995|1224|1° cuatrimestre|Informática Industrial RCA 026/2015|N|4|
Ingeniería de Sistemas|206|1995|1226|1º cuatrimestre|Derecho Informático RCA 157/2015|N|4|
Ingeniería de Sistemas|206|1995|1227|1º cuatrimestre|Taller de Trabajo Colaborativo|N|4|
Ingeniería de Sistemas|206|1995|1228|1º cuatrimestre|Desarrollo de Software Dirigido por Modelos RCA  157/2015|N|4|
Ingeniería de Sistemas|206|1995|1230|1º cuatrimestre|Taller de Desarrollo Web|N|4|
Ingeniería de Sistemas|206|1995|1231|1° cuatrimestre|Sistemas de Personalización|N|4|
Ingeniería de Sistemas|206|1995|1232|2° cuatrimestre|Minería de Datos con R|N|4|
Ingeniería de Sistemas|206|1995|1233|1° cuatrimestre|Científicos de Datos|N|4|
Ingeniería de Sistemas|206|1995|1234|1° cuatrimestre|Introducción a la Actuación en Informática Judicial|N|4|
Ingeniería de Sistemas|206|1995|1236|2° cuatrimestre|Taller de Trabajo Colaborativo (RCA 198/2016)|N|4|
Ingeniería de Sistemas|206|1995|1237|2° cuatrimestre|Derecho Informático RCA 198/2016|N|4|
Ingeniería de Sistemas|206|1995|1240|1° cuatrimestre|Taller de Programación JAVA|N|4|
Ingeniería de Sistemas|206|1995|1241|1° cuatrimestre|Arquitecturas para Big Data|N|4|
Ingeniería de Sistemas|206|1995|1242|1° cuatrimestre|Formulación de Proyectos y Planes Estratégicos|N|4|
Ingeniería de Sistemas|206|1995|1243|2° cuatrimestre|Herramientas para la Creación de Emprendimientos Tecnológicos|N|4|
Ingeniería de Sistemas|206|1995|1244|2° cuatrimestre|Sistemas de Recomendación|N|4|
Ingeniería de Sistemas|206|1995|1245|1° cuatrimestre|Autonomía e Inteligencia Artificial|N|4|
Ingeniería de Sistemas|206|1995|1246|1° cuatrimestre|Científicos de Datos|N|4|
Ingeniería de Sistemas|206|1995|1254|1° cuatrimestre|Técnicas de Arquitectura de Software|N|4|
Ingeniería de Sistemas|206|1995|1255|1° cuatrimestre|Introducción a los Fundamentos de las Criptomonedas|N|4|
Ingeniería de Sistemas|206|1995|1256|1° cuatrimestre|Taller de Programación de Blockchain|N|4|
Ingeniería de Sistemas|206|1995|1257|1° cuatrimestre|Minería de Datos WEB RCA 030/2018|N|4|
Ingeniería de Sistemas|206|1995|1258|1° cuatrimestre|Inteligencia Artificial RCA 030/2018|N|4|
Ingeniería de Sistemas|206|1995|1259|1° cuatrimestre|Introducción a la Computación Evolutiva|N|4|
Ingeniería de Sistemas|206|1995|1261|2° cuatrimestre|Introducción a las Redes Neuronales y Aprendizaje Profundo|N|4|
Ingeniería de Sistemas|206|1995|1262|1° cuatrimestre|Introducción a los Sistemas Embebidos|N|4|
Ingeniería de Sistemas|206|1995|1263|2° cuatrimestre|Introducción al Procesamiento Digital de Señales Aplicado al Audio Digital|N|4|
Ingeniería de Sistemas|206|1995|1264|2° cuatrimestre|Sistemas Embebidos en Lógica Programable|N|4|
Ingeniería de Sistemas|206|1995|1265|2° cuatrimestre|Sistemas Embebidos: Internet de las cosas|N|4|
Ingeniería de Sistemas|206|1995|1266|2° cuatrimestre|Taller de Operaciones de Desarrollo|N|4|
Ingeniería de Sistemas|206|1995|1267|2° cuatrimestre|Sistemas de Recomendación RCA 184/2018|N|4|
Ingeniería de Sistemas|206|1995|1268|2° cuatrimestre|Taller de Microcontroladores RCA 184/2018|N|4|
Ingeniería de Sistemas|206|1995|1269|2° cuatrimestre|Introducción a los Algorítmos de Planeamiento RCA 184/2018|N|4|
Ingeniería de Sistemas|206|1995|1270|2° cuatrimestre|Estrategias para Mejorar la Separación de Concerns|N|4|
Ingeniería de Sistemas|206|1995|1276|2° cuatrimestre|Desarrollos de Chatbots|N|4|
Ingeniería de Sistemas|206|1995|1285|1° cuatrimestre|Inteligencia de Negocios y Ciudades Inteligentes|N|4|
Ingeniería de Sistemas|206|1995|1286|1° cuatrimestre|Agentes Inteligentes Personales|N|4|
Ingeniería de Sistemas|206|1995|1287|2° cuatrimestre|Introducción a la Computación Evolutiva RCA 043/2019|N|4|
Ingeniería de Sistemas|206|1995|1288||T3: Introduction to Application Security|N||
Ingeniería de Sistemas|206|1995|1289||N3: Principios de Cyber-Security para Entornos Corporativos|N||
Ingeniería de Sistemas|206|1995|1290||N3: Ciberseguridad en Entornos Corporativos: Casos de Estudio|N||
Ingeniería de Sistemas|206|1995|1300|2° cuatrimestre|Control de Procesos en Ambientes Abiertos de Desarrollo|N|4|
Ingeniería de Sistemas|206|1995|1301|2° cuatrimestre|Taller de Métodos Agiles|N|4|
Ingeniería de Sistemas|206|1995|1302|2° cuatrimestre|Tecnologías Disruptivas de la Industria 4.0|N|4|
Ingeniería de Sistemas|206|1995|1303|2° cuatrimestre|Taller de Python y Aplicaciones|N|4|
Ingeniería de Sistemas|206|1995|1304|2° cuatrimestre|Cuadro de Mando Integral|N|4|
Ingeniería de Sistemas|206|1995|1305|1° cuatrimestre|Sistemas de Recomendación|N|4|
Ingeniería de Sistemas|206|1995|1312|1° cuatrimestre|Programación Software de FPGAs|N||
Ingeniería de Sistemas|206|1995|1313|2° cuatrimestre|Taller de Python y Aplicaciones al Territorio|N|4|
Ingeniería de Sistemas|206|1995|1314|1° cuatrimestre|Programación de Alto Rendimiento en JS|N||
Ingeniería de Sistemas|206|1995|1315||Taller de Lenguajes de Programación|N||
Ingeniería de Sistemas|206|1995|1331|2° cuatrimestre|Taller de Ingeniería de Software|N|4|
Ingeniería de Sistemas|206|1995|1332||#MicroDiseño: Diseño Agil Inteligente de Software|N||
Ingeniería de Sistemas|206|1995|1333|2° cuatrimestre|Fundamentos en Diseño Digital sobre FPGAs|N|4|
Ingeniería de Sistemas|206|1995|1334|2° cuatrimestre|Ciudades Inteligentes y Tecnologías Disruptivas|N|4|
Ingeniería de Sistemas|206|1995|1336|2º cuatrimestre|Sistemas Adaptativos en Neurociencia e Inteligencia Computacional|N|4|
Ingeniería de Sistemas|206|1995|1337|2º cuatrimestre|Ciencia de Datos para Ciudades|N|4|
Ingeniería de Sistemas|206|1995|1338|1º cuatrimestre|#MicroDiseño: Diseño Agil Inteligente de Software|N|4|
Ingeniería de Sistemas|206|1995|3043|1º cuatrimestre|Tratamiento Digital de Imágenes y su Uso en Estudios Medioambientales|N|4|
Ingeniería de Sistemas|206|1995|3044|1º cuatrimestre|Medios de Representación|N|4|
Ingeniería de Sistemas|206|1995|3044|2° cuatrimestre|Medios de Representación|N|4|
Ingeniería de Sistemas|206|1995|4081|1° cuatrimestre|Electrónica|N|4|
Ingeniería de Sistemas|206|1995|4091||Introducción a la Estadística Bayesiana|N||
Ingeniería de Sistemas|206|1995|4094|2° cuatrimestre|Resolución de Problemas|N|4|
Ingeniería de Sistemas|206|1995|4097|1º cuatrimestre|Productos Tensoriales de Espacios Vectoriales|N|4|
Ingeniería de Sistemas|206|1995|9001||Ciclo de Especialización - Sistemas|S|4|
Ingeniería de Sistemas|206|2011|0001|1° cuatrimestre|Introducción a la Programación I|S|1|
Ingeniería de Sistemas|206|2011|0002|1° cuatrimestre|Análisis Matemático I|S|1|
Ingeniería de Sistemas|206|2011|0004|2° cuatrimestre|Ciencias de la Computación I|S|1|
Ingeniería de Sistemas|206|2011|0005|2° cuatrimestre|Introducción a la Programación II|S|1|
Ingeniería de Sistemas|206|2011|0007|2° cuatrimestre|Física General|S|1|
Ingeniería de Sistemas|206|2011|0008|1° cuatrimestre|Ciencias de la Computación II|S|2|
Ingeniería de Sistemas|206|2011|0009|1° cuatrimestre|Análisis y Diseño de Algoritmos I|S|2|
Ingeniería de Sistemas|206|2011|0010|1° cuatrimestre|Introducción a la Arquitectura de Sistemas|S|2|
Ingeniería de Sistemas|206|2011|0011|1° cuatrimestre|Análisis Matemático II|S|2|
Ingeniería de Sistemas|206|2011|0012|1° cuatrimestre|Electricidad y Magnetismo|S|2|
Ingeniería de Sistemas|206|2011|0013|2° cuatrimestre|Análisis y Diseño de Algoritmos II|S|2|
Ingeniería de Sistemas|206|2011|0014|2° cuatrimestre|Comunicación de Datos I|S|2|
Ingeniería de Sistemas|206|2011|0015|2° cuatrimestre|Probabilidades y Estadística|S|2|
Ingeniería de Sistemas|206|2011|0016|2° cuatrimestre|Electrónica Digital|S|2|
Ingeniería de Sistemas|206|2011|0017|2° cuatrimestre|Inglés|S|2|
Ingeniería de Sistemas|206|2011|0018|2° cuatrimestre|Programación Exploratoria|S|3|
Ingeniería de Sistemas|206|2011|0019|1° cuatrimestre|Estructuras de Almacenamiento de Datos|S|3|
Ingeniería de Sistemas|206|2011|0020|1° cuatrimestre|Metodologías de Desarrollo de Software I|S|3|
Ingeniería de Sistemas|206|2011|0021|1° cuatrimestre|Arquitectura de Computadoras I|S|3|
Ingeniería de Sistemas|206|2011|0022|1° cuatrimestre|Programación Orientada a Objetos|S|3|
Ingeniería de Sistemas|206|2011|0023|2° cuatrimestre|Bases de Datos I|S|3|
Ingeniería de Sistemas|206|2011|0024|2° cuatrimestre|Lenguajes de Programación I|S|3|
Ingeniería de Sistemas|206|2011|0025|2° cuatrimestre|Sistemas Operativos I|S|3|
Ingeniería de Sistemas|206|2011|0026|2° cuatrimestre|Investigación Operativa I|S|3|
Ingeniería de Sistemas|206|2011|0027|1° cuatrimestre|Arquitectura de Computadoras y Técnicas Digitales|S|4|
Ingeniería de Sistemas|206|2011|0028|1° cuatrimestre|Teoría de la Información|S|4|
Ingeniería de Sistemas|206|2011|0029|1° cuatrimestre|Comunicación de Datos II|S|4|
Ingeniería de Sistemas|206|2011|0030|1° cuatrimestre|Introducción al Cálculo Diferencial e Integral|S|4|
Ingeniería de Sistemas|206|2011|0031|2° cuatrimestre|Diseño de Sistemas de Software|S|4|
Ingeniería de Sistemas|206|2011|0032|2° cuatrimestre|Diseño de Compiladores I|S|4|
Ingeniería de Sistemas|206|2011|0033|1° cuatrimestre|Ingeniería de Software|S|5|
Ingeniería de Sistemas|206|2011|0125|2° cuatrimestre|Algebra Lineal|S|1|
Ingeniería de Sistemas|206|2011|0127|2° cuatrimestre|Matemática Discreta|S|1|
Ingeniería de Sistemas|206|2011|0145|1° cuatrimestre|Algebra I|S|1|
Ingeniería de Sistemas|206|2011|0163|1° cuatrimestre|Configuración y Mantenimiento de Sistemas Operativos Orientados a Redes I|N|4|
Ingeniería de Sistemas|206|2011|0176|2° cuatrimestre|Formulación y Evaluación de Proyectos|N|4|
Ingeniería de Sistemas|206|2011|0193|1° cuatrimestre|Química|S|1|
Ingeniería de Sistemas|206|2011|0205|2° cuatrimestre|Proyecto Final|S|5|
Ingeniería de Sistemas|206|2011|0239||Prueba de Aptitud de Ingles|N||
Ingeniería de Sistemas|206|2011|1001|1º cuatrimestre|Arquitecturas de Software Reflexivas|N|4|
Ingeniería de Sistemas|206|2011|1002|1º cuatrimestre|Tópicos Avanzados en Bases de Datos|N|4|
Ingeniería de Sistemas|206|2011|1003|1º cuatrimestre|Procesamiento de Sonido|N|4|
Ingeniería de Sistemas|206|2011|1004|1º cuatrimestre|Procesamiento de Imágenes I|N|4|
Ingeniería de Sistemas|206|2011|1005|1º cuatrimestre|Lenguajes de Programación II|N|4|
Ingeniería de Sistemas|206|2011|1006|1º cuatrimestre|Sistemas Operativos II|N|4|
Ingeniería de Sistemas|206|2011|1007|1º cuatrimestre|Sistemas Distribuidos I|N|4|
Ingeniería de Sistemas|206|2011|1008|1º cuatrimestre|Modelos Dinámicos|N|4|
Ingeniería de Sistemas|206|2011|1009|1º cuatrimestre|Introducción a la Lógica Matemática|N|4|
Ingeniería de Sistemas|206|2011|1010|1º cuatrimestre|Sistemas de Información y Concepción de BDOO|N|4|
Ingeniería de Sistemas|206|2011|1011|1º cuatrimestre|Microeconomía|N|4|
Ingeniería de Sistemas|206|2011|1012|1º cuatrimestre|Dirección General y Administración I|N|4|
Ingeniería de Sistemas|206|2011|1013|1º cuatrimestre|Evaluación de Proyectos|N|4|
Ingeniería de Sistemas|206|2011|1014|1º cuatrimestre|Modelos y Simulación I|N|4|
Ingeniería de Sistemas|206|2011|1015|1º cuatrimestre|VHDL|N|4|
Ingeniería de Sistemas|206|2011|1016|1º cuatrimestre|Arquitecturas Avanzadas|N|4|
Ingeniería de Sistemas|206|2011|1017|1º cuatrimestre|Dirección General y Administración II|N|4|
Ingeniería de Sistemas|206|2011|1018|1º cuatrimestre|Ingeniería Legal|N|4|
Ingeniería de Sistemas|206|2011|1019|1º cuatrimestre|Sistemas de Gestión y Control de la Producción|N|4|
Ingeniería de Sistemas|206|2011|1020|1º cuatrimestre|Modelos y Simulación II|N|4|
Ingeniería de Sistemas|206|2011|1021|1º cuatrimestre|Proyectos de Informática, Concepción y Desarrollo|N|4|
Ingeniería de Sistemas|206|2011|1022|1º cuatrimestre|Macroeconomía|N|4|
Ingeniería de Sistemas|206|2011|1023|1º cuatrimestre|Tópicos de Inteligencia Artificial Distribuida|N|4|
Ingeniería de Sistemas|206|2011|1024|1º cuatrimestre|Introducción a Arquitecturas de Software|N|4|
Ingeniería de Sistemas|206|2011|1025|1º cuatrimestre|Desarrollo Industrial de Software|N|4|
